觀測時間(hour),氣溫(℃),露點溫度(℃),相對溼度(%),AH(g/m³)
2024-05-19-16,31.4,14.6,36,11.843
2024-05-19-17,30.7,14.0,36,11.418
2024-05-19-18,29.7,13.9,38,11.381
2024-05-19-19,28.9,18.1,52,14.922
2024-05-19-20,28.0,18.7,57,15.541
2024-05-19-21,27.5,20.4,65,17.3
2024-05-19-22,27.0,21.3,71,18.315
2024-05-19-23,26.6,22.7,79,19.974
2024-05-19-24,26.4,22.7,80,19.987
2024-05-20-01,26.2,22.9,82,20.244
2024-05-20-02,26.5,22.8,80,20.102
2024-05-20-03,26.5,22.8,80,20.102
2024-05-20-04,26.3,23.0,82,20.36
2024-05-20-05,26.2,22.9,82,20.244
2024-05-20-06,25.8,23.1,85,20.518
2024-05-20-07,26.1,23.4,85,20.872
2024-05-20-08,27.3,22.3,74,19.449
2024-05-20-09,28.0,22.7,73,19.881
2024-05-20-10,28.5,22.7,71,19.848
2024-05-20-11,29.1,22.4,67,19.451
2024-05-20-12,29.4,22.4,66,19.432
2024-05-20-13,29.7,23.4,69,20.624
2024-05-20-14,27.8,25.2,86,23.117
2024-05-20-15,27.7,24.4,82,22.047
2024-05-20-16,28.2,22.7,72,19.868
2024-05-20-17,27.8,22.1,71,19.182
2024-05-20-18,27.6,22.6,74,19.787
2024-05-20-19,27.5,22.9,76,20.157
2024-05-20-20,27.7,23.1,76,20.389
2024-05-20-21,27.7,22.7,74,19.901
2024-05-20-22,27.5,22.2,73,19.318
2024-05-20-23,27.4,22.6,75,19.8
2024-05-20-24,27.1,22.9,78,20.184
2024-05-21-01,27.0,23.9,83,21.446
2024-05-21-02,26.9,23.8,83,21.324
2024-05-21-03,25.5,24.1,92,21.814
2024-05-21-04,24.7,23.8,95,21.482
2024-05-21-05,24.9,23.3,91,20.83
2024-05-21-06,25.1,23.3,90,20.816
2024-05-21-07,25.3,23.7,91,21.31
2024-05-21-08,26.9,24.2,85,21.842
2024-05-21-09,28.3,23.9,77,21.353
2024-05-21-10,29.5,24.4,74,21.916
2024-05-21-11,31.1,23.5,64,20.653
2024-05-21-12,30.4,24.1,69,21.461
2024-05-21-13,30.1,23.6,68,20.847
2024-05-21-14,29.7,23.7,70,21.0
2024-05-21-15,30.0,23.7,69,20.979
2024-05-21-16,29.4,24.7,76,22.32
2024-05-21-17,29.7,24.8,75,22.431
2024-05-21-18,29.2,24.3,75,21.807
2024-05-21-19,29.2,24.5,76,22.069
2024-05-21-20,29.2,24.5,76,22.069
2024-05-21-21,28.7,25.5,83,23.463
2024-05-21-22,28.7,25.5,83,23.463
2024-05-21-23,28.5,25.7,85,23.759
2024-05-21-24,28.3,25.9,87,24.058
2024-05-22-01,28.0,25.4,86,23.378
2024-05-22-02,27.6,24.7,84,22.453
2024-05-22-03,27.5,24.6,84,22.327
2024-05-22-04,26.9,24.9,89,22.776
2024-05-22-05,26.6,24.3,87,21.996
2024-05-22-06,26.8,24.7,88,22.513
2024-05-22-07,27.3,24.8,86,22.61
2024-05-22-08,27.9,24.6,82,22.297
2024-05-22-09,29.1,24.7,77,22.342
2024-05-22-10,30.2,24.8,73,22.394
2024-05-22-11,30.0,24.9,74,22.543
2024-05-22-12,29.1,26.3,85,24.568
2024-05-22-13,29.7,25.2,77,22.972
2024-05-22-14,29.2,24.8,77,22.468
2024-05-22-15,29.8,24.5,73,22.025
2024-05-22-16,30.2,23.4,67,20.59
2024-05-22-17,30.3,24.2,70,21.598
2024-05-22-18,29.5,24.2,73,21.655
2024-05-22-19,29.0,24.4,76,21.952
2024-05-22-20,28.5,24.5,79,22.12
2024-05-22-21,28.1,24.7,82,22.416
2024-05-22-22,27.8,25.2,86,23.117
2024-05-22-23,27.6,25.8,90,23.971
2024-05-22-24,27.1,25.1,89,23.034
2024-05-23-01,27.1,24.9,88,22.761
2024-05-23-02,27.0,24.8,88,22.633
2024-05-23-03,27.0,24.8,88,22.633
2024-05-23-04,26.7,25.1,91,23.064
2024-05-23-05,26.5,26.2,98,24.635
2024-05-23-06,26.1,24.3,90,22.032
2024-05-23-07,27.4,24.5,84,22.201
2024-05-23-08,28.9,24.7,78,22.357
2024-05-23-09,30.3,24.2,70,21.598
2024-05-23-10,30.2,23.9,69,21.219
2024-05-23-11,31.4,24.0,65,21.263
2024-05-23-12,30.5,24.2,69,21.583
2024-05-23-13,30.9,23.6,65,20.792
2024-05-23-14,30.5,24.4,70,21.844
2024-05-23-15,30.7,24.9,71,22.491
2024-05-23-16,30.3,25.2,74,22.927
2024-05-23-17,30.1,25.2,75,22.942
2024-05-23-18,29.2,24.8,77,22.468
2024-05-23-19,28.6,24.8,80,22.513
2024-05-23-20,28.6,24.8,80,22.513
2024-05-23-21,28.7,24.7,79,22.371
2024-05-23-22,28.2,25.0,83,22.813
2024-05-23-23,27.9,25.2,85,23.109
2024-05-23-24,27.8,25.2,86,23.117
2024-05-24-01,27.9,25.2,85,23.109
2024-05-24-02,27.6,25.2,87,23.133
2024-05-24-03,27.1,24.4,85,22.091
2024-05-24-04,26.7,25.3,92,23.34
2024-05-24-05,26.7,24.9,90,22.791
2024-05-24-06,26.6,24.8,90,22.663
2024-05-24-07,26.8,24.7,88,22.513
2024-05-24-08,27.6,25.1,86,22.995
2024-05-24-09,28.2,24.6,81,22.275
2024-05-24-10,28.7,24.9,80,22.64
2024-05-24-11,29.6,24.5,74,22.04
2024-05-24-12,30.3,24.0,69,21.34
2024-05-24-13,31.3,23.7,64,20.89
2024-05-24-14,31.5,24.4,66,21.772
2024-05-24-15,30.7,24.4,69,21.829
2024-05-24-16,30.1,25.0,74,22.67
2024-05-24-17,28.8,24.6,78,22.231
2024-05-24-18,28.2,23.6,76,20.978
2024-05-24-19,28.0,24.0,79,21.503
2024-05-24-20,27.8,24.5,82,22.172
2024-05-24-21,27.5,23.8,80,21.282
2024-05-24-22,27.6,23.4,78,20.768
2024-05-24-23,27.6,23.6,79,21.02
2024-05-24-24,27.3,24.4,84,22.076
2024-05-25-01,27.4,24.3,83,21.937
2024-05-25-02,27.4,23.2,78,20.533
2024-05-25-03,27.4,23.7,80,21.161
2024-05-25-04,26.9,24.2,85,21.842
2024-05-25-05,26.9,24.4,86,22.106
2024-05-25-06,26.9,24.6,87,22.372
2024-05-25-07,27.5,23.8,80,21.282
2024-05-25-08,27.9,23.7,78,21.126
2024-05-25-09,28.9,23.4,72,20.679
2024-05-25-10,31.0,23.2,63,20.29
2024-05-25-11,32.4,21.9,54,18.664
2024-05-25-12,33.2,21.4,50,18.055
2024-05-25-13,33.5,21.0,48,17.6
2024-05-25-14,33.9,22.0,50,18.686
2024-05-25-15,33.1,22.6,54,19.432
2024-05-25-16,31.6,22.6,59,19.527
2024-05-25-17,31.3,22.4,59,19.311
2024-05-25-18,30.8,22.2,60,19.108
2024-05-25-19,29.6,24.3,73,21.778
2024-05-25-20,29.3,24.6,76,22.194
2024-05-25-21,28.9,24.3,76,21.828
2024-05-25-22,29.4,24.5,75,22.055
2024-05-25-23,29.6,23.3,69,20.507
2024-05-25-24,29.2,23.9,73,21.289
2024-05-26-01,28.9,24.9,79,22.625
2024-05-26-02,28.7,25.1,81,22.911
2024-05-26-03,28.5,25.1,82,22.927
2024-05-26-04,28.4,25.0,82,22.798
2024-05-26-05,28.3,25.1,83,22.942
2024-05-26-06,27.8,24.9,84,22.708
2024-05-26-07,28.2,24.4,80,22.01
2024-05-26-08,28.9,24.3,76,21.828
2024-05-26-09,28.2,26.0,88,24.208
2024-05-26-10,27.8,25.1,85,22.98
2024-05-26-11,27.5,25.1,87,23.003
2024-05-26-12,27.3,25.1,88,23.018
2024-05-26-13,26.9,24.9,89,22.776
2024-05-26-14,27.1,25.3,90,23.309
2024-05-26-15,26.4,24.8,91,22.678
2024-05-26-16,26.7,23.6,83,21.083
2024-05-26-17,26.7,23.6,83,21.083
2024-05-26-18,26.2,23.5,85,20.991
2024-05-26-19,26.5,24.7,90,22.536
2024-05-26-20,26.4,25.0,92,22.95
2024-05-26-21,26.5,25.1,92,23.08
2024-05-26-22,26.3,25.6,96,23.792
2024-05-26-23,25.9,24.3,91,22.047
2024-05-26-24,26.4,23.5,84,20.977
2024-05-27-01,26.1,23.4,85,20.872
2024-05-27-02,25.5,23.9,91,21.553
2024-05-27-03,25.4,24.2,93,21.952
2024-05-27-04,25.6,23.8,90,21.417
2024-05-27-05,26.0,23.9,88,21.517
2024-05-27-06,26.7,23.6,83,21.083
2024-05-27-07,27.5,23.8,80,21.282
2024-05-27-08,28.5,24.3,78,21.857
2024-05-27-09,27.7,25.0,85,22.851
2024-05-27-10,28.3,25.1,83,22.942
2024-05-27-11,28.5,24.9,81,22.655
2024-05-27-12,29.1,24.2,75,21.683
2024-05-27-13,30.0,25.3,76,23.086
2024-05-27-14,30.3,25.4,75,23.201
2024-05-27-15,31.0,25.8,74,23.703
2024-05-27-16,30.4,25.5,75,23.331
2024-05-27-17,29.6,26.6,84,24.965
2024-05-27-18,29.3,26.7,86,25.137
2024-05-27-19,28.7,26.5,88,24.892
2024-05-27-20,28.8,27.0,90,25.626
2024-05-27-21,28.7,25.3,82,23.186
2024-05-27-22,28.5,24.9,81,22.655
2024-05-27-23,28.5,25.1,82,22.927
2024-05-27-24,28.1,25.5,86,23.51
2024-05-28-01,27.9,25.9,89,24.09
2024-05-28-02,28.1,25.7,87,23.79
2024-05-28-03,27.7,25.9,90,24.106
2024-05-28-04,28.2,25.2,84,23.086
2024-05-28-05,27.3,25.9,92,24.138
2024-05-28-06,26.7,26.0,96,24.329
2024-05-28-07,25.8,25.5,98,23.69
2024-05-28-08,25.3,25.0,98,23.035
2024-05-28-09,25.0,24.8,99,22.785
2024-05-28-10,25.6,25.4,99,23.566
2024-05-28-11,26.3,26.0,98,24.362
2024-05-28-12,27.1,26.4,96,24.878
2024-05-28-13,27.1,24.9,88,22.761
2024-05-28-14,26.2,25.3,95,23.379
2024-05-28-15,26.3,25.3,94,23.372
2024-05-28-16,27.6,25.1,86,22.995
2024-05-28-17,27.8,25.2,86,23.117
2024-05-28-18,26.8,23.5,82,20.949
2024-05-28-19,26.2,23.9,87,21.503
2024-05-28-20,25.1,24.8,98,22.777
2024-05-28-21,25.0,24.7,98,22.649
2024-05-28-22,24.7,24.4,98,22.269
2024-05-28-23,24.6,24.3,98,22.143
2024-05-28-24,24.0,23.7,98,21.403
2024-05-29-01,24.0,23.7,98,21.403
2024-05-29-02,24.1,23.8,98,21.525
2024-05-29-03,23.7,23.2,97,20.789
2024-05-29-04,23.4,22.9,97,20.435
2024-05-29-05,23.4,23.2,99,20.81
2024-05-29-06,23.3,23.1,99,20.691
2024-05-29-07,23.8,23.6,99,21.289
2024-05-29-08,25.0,25.0,100,23.058
2024-05-29-09,26.4,24.6,90,22.409
2024-05-29-10,28.1,24.5,81,22.15
2024-05-29-11,29.9,24.8,74,22.416
2024-05-29-12,30.6,24.8,71,22.365
2024-05-29-13,31.2,24.9,69,22.454
2024-05-29-14,30.7,24.1,68,21.44
2024-05-29-15,31.0,23.7,65,20.91
2024-05-29-16,29.9,24.3,72,21.756
2024-05-29-17,28.7,23.4,73,20.692
2024-05-29-18,28.4,23.3,74,20.588
2024-05-29-19,28.4,24.0,77,21.475
2024-05-29-20,27.9,23.1,75,20.375
2024-05-29-21,27.5,23.3,78,20.65
2024-05-29-22,27.2,23.5,80,20.922
2024-05-29-23,27.1,23.4,80,20.803
2024-05-29-24,25.8,24.9,95,22.86
2024-05-30-01,25.5,25.0,97,23.019
2024-05-30-02,25.6,25.4,99,23.566
2024-05-30-03,26.0,25.3,96,23.395
2024-05-30-04,26.2,25.5,96,23.659
2024-05-30-05,26.0,25.3,96,23.395
2024-05-30-06,25.5,25.2,98,23.295
2024-05-30-07,27.0,24.8,88,22.633
2024-05-30-08,29.0,23.9,74,21.304
2024-05-30-09,30.6,24.0,68,21.319
2024-05-30-10,30.8,24.2,68,21.562
2024-05-30-11,31.7,24.3,65,21.628
2024-05-30-12,30.3,25.4,75,23.201
2024-05-30-13,30.9,25.0,71,22.611
2024-05-30-14,28.2,26.0,88,24.208
2024-05-30-15,30.4,25.5,75,23.331
2024-05-30-16,31.3,24.7,68,22.18
2024-05-30-17,31.0,24.9,70,22.469
2024-05-30-18,30.9,24.8,70,22.343
2024-05-30-19,30.0,25.3,76,23.086
2024-05-30-20,29.8,24.9,75,22.558
2024-05-30-21,29.5,25.5,79,23.401
2024-05-30-22,28.8,25.4,82,23.316
2024-05-30-23,28.7,25.9,85,24.026
2024-05-30-24,28.6,26.0,86,24.176
2024-05-31-01,27.6,25.4,88,23.409
2024-05-31-02,27.3,25.0,87,22.882
2024-05-31-03,26.8,24.7,88,22.513
2024-05-31-04,27.5,24.4,83,22.062
2024-05-31-05,27.8,23.8,79,21.26
2024-05-31-06,28.1,23.7,77,21.112
2024-05-31-07,28.9,23.6,73,20.93
2024-05-31-08,30.1,23.3,67,20.473
2024-05-31-09,31.4,24.6,67,22.041
2024-05-31-10,29.3,26.1,83,24.263
2024-05-31-11,31.8,24.7,66,22.144
2024-05-31-12,32.5,23.5,59,20.559
2024-05-31-13,32.6,23.6,59,20.676
2024-05-31-14,33.3,23.9,58,21.005
2024-05-31-15,32.7,23.9,60,21.046
2024-05-31-16,32.7,23.9,60,21.046
2024-05-31-17,32.6,22.4,55,19.228
2024-05-31-18,32.1,22.0,55,18.797
2024-05-31-19,32.0,21.6,54,18.349
2024-05-31-20,31.7,21.6,55,18.367
2024-05-31-21,31.2,22.5,60,19.435
2024-05-31-22,29.5,25.7,80,23.68
2024-05-31-23,29.6,25.2,77,22.98
2024-05-31-24,29.4,25.6,80,23.548
2024-06-01-01,29.7,24.4,73,21.901
2024-06-01-02,29.6,24.0,72,21.389
2024-06-01-03,29.7,23.9,71,21.254
2024-06-01-04,29.5,23.2,69,20.39
2024-06-01-05,29.3,22.8,68,19.916
2024-06-01-06,29.4,22.9,68,20.03
2024-06-01-07,30.3,23.3,66,20.46
2024-06-01-08,31.1,23.8,65,21.03
2024-06-01-09,32.4,23.4,59,20.442
2024-06-01-10,33.1,24.0,59,21.145
2024-06-01-11,32.8,24.0,60,21.166
2024-06-01-12,32.5,23.8,60,20.933
2024-06-01-13,31.9,24.5,65,21.874
2024-06-01-14,31.7,24.6,66,22.019
2024-06-01-15,31.7,24.8,67,22.284
2024-06-01-16,31.2,24.4,67,21.793
2024-06-01-17,30.6,25.2,73,22.904
2024-06-01-18,30.2,25.3,75,23.071
2024-06-01-19,29.9,25.7,78,23.649
2024-06-01-20,29.8,25.8,79,23.797
2024-06-01-21,29.8,25.8,79,23.797
2024-06-01-22,29.4,26.4,84,24.689
2024-06-01-23,29.1,26.5,86,24.859
2024-06-01-24,28.8,27.4,92,26.234
2024-06-02-01,28.7,27.3,92,26.09
2024-06-02-02,28.6,27.2,92,25.946
2024-06-02-03,28.3,26.7,91,25.22
2024-06-02-04,28.0,25.8,88,23.939
2024-06-02-05,28.0,25.8,88,23.939
2024-06-02-06,28.1,26.5,91,24.942
2024-06-02-07,28.6,26.8,90,25.344
2024-06-02-08,28.5,26.5,89,24.909
2024-06-02-09,27.5,25.5,89,23.556
2024-06-02-10,26.5,26.3,99,24.781
2024-06-02-11,26.7,26.4,98,24.911
2024-06-02-12,26.8,26.5,98,25.05
2024-06-02-13,26.8,26.6,99,25.198
2024-06-02-14,27.6,27.3,98,26.185
2024-06-02-15,28.6,26.0,86,24.176
2024-06-02-16,28.0,26.0,89,24.224
2024-06-02-17,26.9,26.6,98,25.189
2024-06-02-18,27.0,26.3,96,24.74
2024-06-02-19,26.3,25.4,95,23.511
2024-06-02-20,26.1,25.8,98,24.091
2024-06-02-21,25.8,25.3,97,23.411
2024-06-02-22,26.0,25.5,97,23.675
2024-06-02-23,25.9,25.2,96,23.264
2024-06-02-24,25.4,24.5,95,22.35
2024-06-03-01,24.6,23.4,93,20.977
2024-06-03-02,23.9,22.5,92,19.912
2024-06-03-03,23.7,22.1,91,19.447
2024-06-03-04,23.4,21.7,90,18.997
2024-06-03-05,23.3,21.0,87,18.206
2024-06-03-06,23.1,19.9,82,17.023
2024-06-03-07,23.5,19.7,79,16.79
2024-06-03-08,24.1,20.2,79,17.283
2024-06-03-09,24.8,20.1,75,17.136
2024-06-03-10,26.0,20.8,73,17.821
2024-06-03-11,26.6,21.4,73,18.453
2024-06-03-12,27.9,21.2,67,18.149
2024-06-03-13,29.1,21.9,65,18.868
2024-06-03-14,29.3,21.0,61,17.845
2024-06-03-15,29.0,21.3,63,18.194
2024-06-03-16,28.6,21.6,66,18.556
2024-06-03-17,27.9,21.7,69,18.713
2024-06-03-18,26.9,21.2,71,18.209
2024-06-03-19,26.2,20.5,71,17.483
2024-06-03-20,25.7,19.6,69,16.564
2024-06-03-21,25.3,19.5,70,16.483
2024-06-03-22,24.9,19.3,71,16.301
2024-06-03-23,25.0,19.4,71,16.397
2024-06-03-24,24.8,19.2,71,16.205
2024-06-04-01,25.0,19.4,71,16.397
2024-06-04-02,24.9,19.7,73,16.711
2024-06-04-03,24.9,19.7,73,16.711
2024-06-04-04,25.2,20.0,73,17.008
2024-06-04-05,25.3,21.0,77,18.084
2024-06-04-06,25.6,21.3,77,18.401
2024-06-04-07,26.5,21.5,74,18.572
2024-06-04-08,27.3,21.6,71,18.636
2024-06-04-09,28.5,21.8,67,18.79
2024-06-04-10,28.9,21.9,66,18.88
2024-06-04-11,28.0,21.3,67,18.255
2024-06-04-12,28.5,20.8,63,17.673
2024-06-04-13,28.6,21.9,67,18.899
2024-06-04-14,28.3,22.1,69,19.15
2024-06-04-15,28.0,22.5,72,19.641
2024-06-04-16,25.1,24.1,94,21.843
2024-06-04-17,24.1,23.6,97,21.267
2024-06-04-18,24.0,23.5,97,21.147
2024-06-04-19,23.8,23.3,97,20.907
2024-06-04-20,23.7,23.2,97,20.789
2024-06-04-21,23.9,23.4,97,21.027
2024-06-04-22,24.0,23.2,95,20.768
2024-06-04-23,24.3,23.4,95,20.999
2024-06-04-24,24.3,23.4,95,20.999
2024-06-05-01,24.4,23.5,95,21.118
2024-06-05-02,24.5,23.6,95,21.239
2024-06-05-03,24.5,23.1,92,20.608
2024-06-05-04,24.4,23.4,94,20.991
2024-06-05-05,24.8,23.1,90,20.587
2024-06-05-06,24.7,23.1,91,20.594
2024-06-05-07,25.2,23.1,88,20.559
2024-06-05-08,26.1,22.0,78,19.174
2024-06-05-09,27.2,21.3,70,18.303
2024-06-05-10,28.0,21.8,69,18.822
2024-06-05-11,28.2,22.0,69,19.04
2024-06-05-12,28.9,21.9,66,18.88
2024-06-05-13,30.2,21.0,58,17.792
2024-06-05-14,29.4,21.1,61,17.949
2024-06-05-15,29.2,21.7,64,18.633
2024-06-05-16,28.6,22.1,68,19.131
2024-06-05-17,28.8,22.3,68,19.352
2024-06-05-18,28.9,21.9,66,18.88
2024-06-05-19,28.0,23.4,76,20.741
2024-06-05-20,27.9,23.9,79,21.381
2024-06-05-21,27.7,23.7,79,21.14
2024-06-05-22,27.4,24.3,83,21.937
2024-06-05-23,27.3,23.8,81,21.296
2024-06-05-24,26.4,23.9,86,21.488
2024-06-06-01,26.6,24.5,88,22.261
2024-06-06-02,26.3,24.5,90,22.283
2024-06-06-03,26.3,24.0,87,21.625
2024-06-06-04,26.5,23.6,84,21.097
2024-06-06-05,26.4,23.7,85,21.232
2024-06-06-06,26.8,23.5,82,20.949
2024-06-06-07,27.1,23.2,79,20.553
2024-06-06-08,27.7,23.1,76,20.389
2024-06-06-09,28.7,22.9,71,20.077
2024-06-06-10,29.8,23.3,68,20.493
2024-06-06-11,29.5,23.7,71,21.014
2024-06-06-12,28.0,24.6,82,22.29
2024-06-06-13,28.6,25.2,82,23.056
2024-06-06-14,28.5,25.1,82,22.927
2024-06-06-15,28.4,25.6,85,23.626
2024-06-06-16,28.4,25.8,86,23.908
2024-06-06-17,26.1,25.2,95,23.249
2024-06-06-18,26.7,25.3,92,23.34
2024-06-06-19,27.0,25.0,89,22.904
2024-06-06-20,27.0,25.6,92,23.736
2024-06-06-21,26.7,25.5,93,23.619
2024-06-06-22,26.6,25.6,94,23.768
2024-06-06-23,26.5,25.6,95,23.776
2024-06-06-24,26.3,25.3,94,23.372
2024-06-07-01,26.0,25.5,97,23.675
2024-06-07-02,25.2,24.9,98,22.906
2024-06-07-03,25.1,24.8,98,22.777
2024-06-07-04,25.1,24.8,98,22.777
2024-06-07-05,25.2,24.9,98,22.906
2024-06-07-06,25.2,24.9,98,22.906
2024-06-07-07,25.4,24.9,97,22.89
2024-06-07-08,26.4,25.0,92,22.95
2024-06-07-09,28.6,24.8,80,22.513
2024-06-07-10,29.1,24.2,75,21.683
2024-06-07-11,31.2,24.9,69,22.454
2024-06-07-12,32.1,24.7,65,22.122
2024-06-07-13,31.5,25.4,70,23.11
2024-06-07-14,31.3,25.2,70,22.851
2024-06-07-15,30.8,24.7,70,22.217
2024-06-07-16,30.1,24.3,71,21.742
2024-06-07-17,30.1,24.5,72,22.004
2024-06-07-18,29.0,24.1,75,21.561
2024-06-07-19,28.2,24.2,79,21.748
2024-06-07-20,27.4,24.3,83,21.937
2024-06-07-21,27.5,24.6,84,22.327
2024-06-07-22,27.5,24.4,83,22.062
2024-06-07-23,27.8,24.2,81,21.777
2024-06-07-24,27.5,24.4,83,22.062
2024-06-08-01,27.4,24.9,86,22.738
2024-06-08-02,26.8,24.7,88,22.513
2024-06-08-03,26.3,24.9,92,22.822
2024-06-08-04,26.3,24.9,92,22.822
2024-06-08-05,26.2,24.8,92,22.693
2024-06-08-06,26.5,24.7,90,22.536
2024-06-08-07,26.8,24.5,87,22.246
2024-06-08-08,28.1,24.3,80,21.886
2024-06-08-09,29.0,24.4,76,21.952
2024-06-08-10,29.5,23.7,71,21.014
2024-06-08-11,30.7,24.1,68,21.44
2024-06-08-12,31.2,24.4,67,21.793
2024-06-08-13,31.2,24.4,67,21.793
2024-06-08-14,31.3,24.0,65,21.27
2024-06-08-15,31.7,23.3,61,20.366
2024-06-08-16,30.5,23.9,68,21.198
2024-06-08-17,30.2,23.7,68,20.966
2024-06-08-18,29.5,24.4,74,21.916
2024-06-08-19,28.9,24.7,78,22.357
2024-06-08-20,28.6,24.8,80,22.513
2024-06-08-21,28.6,25.0,81,22.783
2024-06-08-22,28.5,25.1,82,22.927
2024-06-08-23,28.8,24.8,79,22.498
2024-06-08-24,28.5,24.9,81,22.655
2024-06-09-01,28.4,24.6,80,22.26
2024-06-09-02,28.6,24.6,79,22.246
2024-06-09-03,28.2,24.6,81,22.275
2024-06-09-04,27.9,24.1,80,21.64
2024-06-09-05,27.6,24.7,84,22.453
2024-06-09-06,27.5,24.6,84,22.327
2024-06-09-07,28.4,24.6,80,22.26
2024-06-09-08,29.0,25.4,81,23.301
2024-06-09-09,30.9,25.5,73,23.293
2024-06-09-10,30.4,25.0,73,22.648
2024-06-09-11,27.5,25.3,88,23.278
2024-06-09-12,28.1,24.5,81,22.15
2024-06-09-13,30.8,24.5,69,21.953
2024-06-09-14,30.9,24.6,69,22.077
2024-06-09-15,32.4,24.2,62,21.449
2024-06-09-16,31.2,23.9,65,21.15
2024-06-09-17,30.7,23.9,67,21.184
2024-06-09-18,29.9,25.0,75,22.685
2024-06-09-19,29.6,25.2,77,22.98
2024-06-09-20,29.4,25.2,78,22.995
2024-06-09-21,29.2,25.4,80,23.285
2024-06-09-22,29.0,25.6,82,23.579
2024-06-09-23,28.8,25.6,83,23.595
2024-06-09-24,28.5,26.1,87,24.328
2024-06-10-01,28.5,25.7,85,23.759
2024-06-10-02,28.0,25.4,86,23.378
2024-06-10-03,27.7,25.3,87,23.263
2024-06-10-04,27.7,25.7,89,23.822
2024-06-10-05,25.8,24.4,92,22.187
2024-06-10-06,26.1,24.9,93,22.837
2024-06-10-07,26.3,24.7,91,22.551
2024-06-10-08,26.5,25.3,93,23.356
2024-06-10-09,26.0,25.3,96,23.395
2024-06-10-10,26.9,25.1,90,23.049
2024-06-10-11,28.7,24.9,80,22.64
2024-06-10-12,30.2,24.4,71,21.865
2024-06-10-13,31.1,24.8,69,22.328
2024-06-10-14,31.5,24.4,66,21.772
2024-06-10-15,32.1,22.8,58,19.733
2024-06-10-16,31.3,23.7,64,20.89
2024-06-10-17,31.3,23.7,64,20.89
2024-06-10-18,30.6,23.8,67,21.064
2024-06-10-19,30.3,23.8,68,21.085
2024-06-10-20,29.9,24.8,74,22.416
2024-06-10-21,29.7,25.0,76,22.7
2024-06-10-22,28.5,25.7,85,23.759
2024-06-10-23,28.4,25.6,85,23.626
2024-06-10-24,28.8,25.0,80,22.768
2024-06-11-01,28.6,26.2,87,24.464
2024-06-11-02,28.1,26.1,89,24.36
2024-06-11-03,28.1,25.1,84,22.957
2024-06-11-04,28.1,25.5,86,23.51
2024-06-11-05,27.8,25.2,86,23.117
2024-06-11-06,27.3,25.9,92,24.138
2024-06-11-07,25.7,25.2,97,23.28
2024-06-11-08,26.4,25.9,97,24.21
2024-06-11-09,26.3,24.5,90,22.283
2024-06-11-10,27.8,24.7,83,22.438
2024-06-11-11,30.4,25.3,74,23.056
2024-06-11-12,30.5,25.1,73,22.776
2024-06-11-13,30.4,25.0,73,22.648
2024-06-11-14,28.8,26.4,87,24.738
2024-06-11-15,27.1,25.7,92,23.869
2024-06-11-16,28.5,26.7,90,25.204
2024-06-11-17,28.7,26.9,90,25.485
2024-06-11-18,28.2,25.8,87,23.924
2024-06-11-19,26.9,26.4,97,24.894
2024-06-11-20,27.5,26.8,96,25.437
2024-06-11-21,27.1,26.4,96,24.878
2024-06-11-22,27.1,25.3,90,23.309
2024-06-11-23,27.0,25.4,91,23.456
2024-06-11-24,27.1,25.1,89,23.034
2024-06-12-01,27.3,25.3,89,23.294
2024-06-12-02,27.5,25.3,88,23.278
2024-06-12-03,26.6,25.7,95,23.909
2024-06-12-04,26.4,25.5,95,23.643
2024-06-12-05,26.3,25.4,95,23.511
2024-06-12-06,26.7,24.4,87,22.12
2024-06-12-07,28.1,24.5,81,22.15
2024-06-12-08,29.5,25.1,77,22.851
2024-06-12-09,30.2,25.3,75,23.071
2024-06-12-10,28.4,27.3,94,26.116
2024-06-12-11,29.5,26.9,86,25.417
2024-06-12-12,28.2,26.4,90,24.787
2024-06-12-13,29.0,26.4,86,24.721
2024-06-12-14,29.6,26.2,82,24.383
2024-06-12-15,29.3,26.9,87,25.434
2024-06-12-16,30.2,26.4,80,24.623
2024-06-12-17,29.7,26.3,82,24.519
2024-06-12-18,29.6,26.0,81,24.096
2024-06-12-19,27.6,26.2,92,24.545
2024-06-12-20,28.0,25.2,85,23.102
2024-06-12-21,28.1,25.3,85,23.232
2024-06-12-22,28.2,25.2,84,23.086
2024-06-12-23,28.0,25.4,86,23.378
2024-06-12-24,27.6,25.4,88,23.409
2024-06-13-01,27.6,25.6,89,23.689
2024-06-13-02,27.4,25.8,91,23.987
2024-06-13-03,27.1,25.5,91,23.588
2024-06-13-04,27.2,25.0,88,22.889
2024-06-13-05,27.5,24.4,83,22.062
2024-06-13-06,27.6,24.7,84,22.453
2024-06-13-07,26.0,25.7,98,23.957
2024-06-13-08,26.1,25.8,98,24.091
2024-06-13-09,26.3,25.6,96,23.792
2024-06-13-10,26.7,25.3,92,23.34
2024-06-13-11,28.8,25.6,83,23.595
2024-06-13-12,30.8,25.9,75,23.86
2024-06-13-13,31.7,25.1,68,22.686
2024-06-13-14,32.5,24.8,64,22.226
2024-06-13-15,32.1,24.5,64,21.859
2024-06-13-16,31.3,24.9,69,22.447
2024-06-13-17,31.3,25.2,70,22.851
2024-06-13-18,30.7,24.9,71,22.491
2024-06-13-19,30.2,25.3,75,23.071
2024-06-13-20,27.1,25.9,93,24.154
2024-06-13-21,26.8,25.6,93,23.752
